Fecha,cod_ine,CCAA,Casos_Diagnosticados,Fallecidos,Hospitalizados,UCI
2020-04-25,14,Murcia,2,1,1,0
2020-04-26,14,Murcia,1,2,0,0
2020-04-27,14,Murcia,7,0,2,0
2020-04-28,14,Murcia,7,0,0,0
2020-04-29,14,Murcia,9,0,1,1
2020-04-30,14,Murcia,3,2,6,1
2020-05-01,14,Murcia,2,1,0,0
2020-05-02,14,Murcia,1,3,2,0
2020-05-04,14,Murcia,7,0,2,0
2020-05-05,14,Murcia,9,1,3,1
2020-05-06,14,Murcia,6,0,3,0
2020-05-07,14,Murcia,5,1,0,0
2020-05-08,14,Murcia,9,0,0,0
2020-05-09,14,Murcia,1,0,0,0
2020-05-10,14,Murcia,4,0,0,0
2020-05-11,14,Murcia,2,0,1,0
2020-05-12,14,Murcia,9,1,1,0
2020-05-13,14,Murcia,5,0,4,0
2020-05-14,14,Murcia,10,1,0,0
2020-05-15,14,Murcia,4,0,1,0
2020-05-16,14,Murcia,1,0,0,0
2020-05-17,14,Murcia,4,1,3,0
2020-05-18,14,Murcia,3,0,0,0
2020-05-19,14,Murcia,5,0,0,0
2020-05-20,14,Murcia,5,0,1,0
2020-05-21,14,Murcia,2,1,1,0
2020-05-22,14,Murcia,1,0,0,0
2020-05-23,14,Murcia,3,0,0,0
2020-05-24,14,Murcia,6,0,0,0
2020-05-26,14,Murcia,3,0,0,0
2020-05-27,14,Murcia,3,0,0,0
2020-05-28,14,Murcia,3,0,3,0
2020-05-29,14,Murcia,2,0,0,0
2020-06-01,14,Murcia,4,0,0,0
2020-06-02,14,Murcia,3,0,0,0
2020-06-03,14,Murcia,5,0,1,0
2020-06-04,14,Murcia,2,0,0,0
2020-06-05,14,Murcia,2,0,0,0
2020-06-06,14,Murcia,1,0,0,0
2020-06-07,14,Murcia,1,0,0,0
2020-06-08,14,Murcia,4,1,0,0
2020-06-09,14,Murcia,2,0,0,0
2020-06-10,14,Murcia,1,0,0,0
2020-06-11,14,Murcia,1,0,0,0
2020-06-13,14,Murcia,1,0,0,0
2020-06-15,14,Murcia,1,0,0,0
2020-06-16,14,Murcia,2,0,0,0
2020-06-17,14,Murcia,3,0,0,0
2020-06-18,14,Murcia,5,0,0,0
2020-06-19,14,Murcia,4,0,1,0
2020-06-20,14,Murcia,4,0,1,0
2020-06-21,14,Murcia,4,0,0,0
2020-06-22,14,Murcia,1,0,0,0
2020-06-23,14,Murcia,2,0,1,0
2020-06-24,14,Murcia,3,0,0,0
2020-06-25,14,Murcia,4,0,0,0
2020-06-26,14,Murcia,8,0,1,0
2020-06-27,14,Murcia,6,0,1,0
2020-06-28,14,Murcia,4,0,1,0
2020-06-29,14,Murcia,4,0,2,0
2020-06-30,14,Murcia,8,0,1,0
2020-07-01,14,Murcia,3,1,0,0
2020-07-02,14,Murcia,6,0,0,0
2020-07-03,14,Murcia,3,0,1,1
2020-07-04,14,Murcia,3,0,0,0
2020-07-05,14,Murcia,2,0,0,0
2020-07-06,14,Murcia,3,0,1,0
2020-07-07,14,Murcia,8,0,2,1
2020-07-08,14,Murcia,11,0,0,0
2020-07-09,14,Murcia,5,0,0,0
2020-07-10,14,Murcia,9,0,0,0
2020-07-11,14,Murcia,19,0,1,0
2020-07-12,14,Murcia,9,0,1,0
2020-07-13,14,Murcia,4,0,0,0
2020-07-14,14,Murcia,4,0,0,0
2020-07-15,14,Murcia,5,0,1,0
2020-07-16,14,Murcia,19,0,4,1
2020-07-17,14,Murcia,23,0,1,0
2020-07-18,14,Murcia,15,0,0,0
2020-07-19,14,Murcia,29,0,2,0
2020-07-20,14,Murcia,12,0,1,0
2020-07-21,14,Murcia,31,0,0,0
2020-07-22,14,Murcia,72,0,0,0
2020-07-23,14,Murcia,71,0,2,0
2020-07-24,14,Murcia,67,0,3,0
2020-07-25,14,Murcia,75,0,1,0
2020-07-26,14,Murcia,43,0,4,0
2020-07-27,14,Murcia,34,0,1,0
2020-07-28,14,Murcia,53,0,5,0
2020-07-29,14,Murcia,95,0,3,1
2020-07-30,14,Murcia,66,0,5,0
2020-07-31,14,Murcia,53,0,1,1
2020-08-01,14,Murcia,78,0,4,0
2020-08-02,14,Murcia,45,0,8,1
2020-08-03,14,Murcia,39,0,7,2
2020-08-04,14,Murcia,93,0,5,2
2020-08-05,14,Murcia,76,0,9,0
2020-08-06,14,Murcia,83,0,4,3
2020-08-07,14,Murcia,102,0,9,2
2020-08-08,14,Murcia,77,0,8,0
2020-08-09,14,Murcia,41,0,7,1
2020-08-10,14,Murcia,43,0,2,1
2020-08-11,14,Murcia,122,1,6,0
2020-08-12,14,Murcia,116,0,6,2
2020-08-13,14,Murcia,143,0,10,2
2020-08-14,14,Murcia,141,0,14,1
2020-08-15,14,Murcia,138,2,13,0
2020-08-16,14,Murcia,76,0,11,3
2020-08-17,14,Murcia,96,0,11,2
2020-08-18,14,Murcia,103,1,13,0
2020-08-19,14,Murcia,127,0,15,0
2020-08-20,14,Murcia,176,1,14,2
2020-08-21,14,Murcia,290,0,19,2
2020-08-22,14,Murcia,263,0,24,4
2020-08-23,14,Murcia,182,0,19,2
2020-08-24,14,Murcia,154,1,19,2
2020-08-25,14,Murcia,308,1,25,4
2020-08-26,14,Murcia,269,0,10,1
2020-08-27,14,Murcia,328,1,24,2
2020-08-28,14,Murcia,359,0,29,5
2020-08-29,14,Murcia,259,0,31,7
2020-08-30,14,Murcia,284,0,22,0
2020-08-31,14,Murcia,262,0,37,4
2020-09-01,14,Murcia,315,1,23,1
2020-09-02,14,Murcia,441,0,29,6
2020-09-03,14,Murcia,403,2,42,4
2020-09-04,14,Murcia,416,1,28,4
2020-09-05,14,Murcia,401,0,30,5
2020-09-06,14,Murcia,297,3,24,7
2020-09-07,14,Murcia,267,1,28,3
2020-09-08,14,Murcia,371,1,38,7
2020-09-09,14,Murcia,483,2,28,5
2020-09-10,14,Murcia,441,5,29,1
2020-09-11,14,Murcia,463,4,41,5
2020-09-12,14,Murcia,454,2,36,5
2020-09-13,14,Murcia,448,3,26,1
2020-09-14,14,Murcia,533,1,29,6
2020-09-15,14,Murcia,494,7,23,2
2020-09-16,14,Murcia,458,0,39,4
2020-09-17,14,Murcia,639,2,30,3
2020-09-18,14,Murcia,610,0,30,4
2020-09-19,14,Murcia,554,3,22,3
2020-09-20,14,Murcia,278,0,18,4
2020-09-21,14,Murcia,300,3,30,3
2020-09-22,14,Murcia,458,3,34,0
2020-09-23,14,Murcia,468,2,30,6
2020-09-24,14,Murcia,673,3,33,5
2020-09-25,14,Murcia,437,2,47,4
2020-09-26,14,Murcia,479,2,28,6
2020-09-27,14,Murcia,371,2,19,5
2020-09-28,14,Murcia,249,1,28,5
2020-09-29,14,Murcia,381,4,31,5
2020-09-30,14,Murcia,399,3,36,6
2020-10-01,14,Murcia,420,0,36,2
2020-10-02,14,Murcia,441,3,36,2
2020-10-03,14,Murcia,440,1,29,8
2020-10-04,14,Murcia,364,2,25,3
2020-10-05,14,Murcia,359,1,23,2
2020-10-06,14,Murcia,510,1,39,7
2020-10-07,14,Murcia,474,5,26,3
2020-10-08,14,Murcia,440,5,25,3
2020-10-09,14,Murcia,432,2,37,5
2020-10-10,14,Murcia,363,4,33,5
2020-10-11,14,Murcia,382,6,28,2
2020-10-12,14,Murcia,327,3,40,2
2020-10-13,14,Murcia,385,3,44,6
2020-10-14,14,Murcia,703,2,37,8
2020-10-15,14,Murcia,599,2,56,7
2020-10-16,14,Murcia,569,5,52,5
2020-10-17,14,Murcia,706,2,24,4
2020-10-18,14,Murcia,334,5,36,7
2020-10-19,14,Murcia,462,6,57,3
2020-10-20,14,Murcia,728,3,50,6
2020-10-21,14,Murcia,745,4,38,6
2020-10-22,14,Murcia,854,4,55,5
2020-10-23,14,Murcia,1026,4,62,6
2020-10-24,14,Murcia,769,6,66,8
2020-10-25,14,Murcia,590,10,36,3
2020-10-26,14,Murcia,610,7,66,9
2020-10-27,14,Murcia,982,9,58,8
2020-10-28,14,Murcia,899,7,65,5
2020-10-29,14,Murcia,893,8,60,12
2020-10-30,14,Murcia,1018,8,58,4
2020-10-31,14,Murcia,788,10,47,6
2020-11-01,14,Murcia,532,14,53,2
2020-11-02,14,Murcia,655,13,62,5
2020-11-03,14,Murcia,1106,6,63,6
2020-11-04,14,Murcia,954,12,49,5
2020-11-05,14,Murcia,1040,12,73,7
2020-11-06,14,Murcia,1063,10,73,10
2020-11-07,14,Murcia,845,13,52,12
2020-11-08,14,Murcia,388,12,48,6
2020-11-09,14,Murcia,843,12,65,5
2020-11-10,14,Murcia,911,4,65,11
2020-11-11,14,Murcia,881,13,72,8
2020-11-12,14,Murcia,745,12,58,3
2020-11-13,14,Murcia,627,7,61,8
2020-11-14,14,Murcia,462,8,43,11
2020-11-15,14,Murcia,266,4,32,5
2020-11-16,14,Murcia,377,10,55,9
2020-11-17,14,Murcia,523,10,43,11
2020-11-18,14,Murcia,491,11,35,5
2020-11-19,14,Murcia,373,12,28,6
2020-11-20,14,Murcia,313,7,40,2
2020-11-21,14,Murcia,287,6,33,3
2020-11-22,14,Murcia,83,9,23,1
2020-11-23,14,Murcia,251,7,23,3
2020-11-24,14,Murcia,275,7,28,1
2020-11-25,14,Murcia,281,8,29,5
2020-11-26,14,Murcia,262,2,27,7
2020-11-27,14,Murcia,238,4,23,3
2020-11-28,14,Murcia,146,0,13,1
2020-11-29,14,Murcia,37,3,11,2
2020-11-30,14,Murcia,20,2,1,1
2020-01-12,15,Navarra,0,0,1,0
2020-01-20,15,Navarra,0,0,1,0
2020-01-22,15,Navarra,0,0,1,0
2020-01-24,15,Navarra,0,0,1,0
2020-01-31,15,Navarra,0,0,1,0
2020-02-06,15,Navarra,0,0,1,0
2020-02-07,15,Navarra,0,0,1,0
2020-02-11,15,Navarra,0,0,1,0
2020-02-16,15,Navarra,0,0,1,0
2020-02-18,15,Navarra,0,0,1,0
2020-02-20,15,Navarra,0,0,2,0
2020-02-21,15,Navarra,0,0,1,0
2020-02-23,15,Navarra,0,0,1,1
2020-02-24,15,Navarra,0,0,2,0
2020-02-26,15,Navarra,0,0,1,0
2020-02-27,15,Navarra,1,0,2,0
2020-02-28,15,Navarra,1,0,1,1
2020-02-29,15,Navarra,1,0,2,0
2020-03-02,15,Navarra,1,0,1,0
2020-03-03,15,Navarra,0,0,1,0
2020-03-04,15,Navarra,0,0,2,0
2020-03-05,15,Navarra,1,0,2,1
2020-03-07,15,Navarra,1,0,3,1
2020-03-08,15,Navarra,4,0,2,0
2020-03-09,15,Navarra,15,0,5,1
2020-03-10,15,Navarra,27,0,15,0
2020-03-11,15,Navarra,27,0,18,0
2020-03-12,15,Navarra,40,0,20,1
2020-03-13,15,Navarra,49,0,17,2
2020-03-14,15,Navarra,42,1,16,0
2020-03-15,15,Navarra,75,1,32,3
2020-03-16,15,Navarra,60,1,32,2
2020-03-17,15,Navarra,70,1,51,1
2020-03-18,15,Navarra,105,3,68,3
2020-03-19,15,Navarra,91,2,43,2
2020-03-20,15,Navarra,119,5,84,3
2020-03-21,15,Navarra,120,4,61,7
2020-03-22,15,Navarra,87,9,53,13
2020-03-23,15,Navarra,160,9,93,9
2020-03-24,15,Navarra,189,10,85,9
2020-03-25,15,Navarra,196,12,126,11
2020-03-26,15,Navarra,229,17,89,6
2020-03-27,15,Navarra,165,12,96,5
2020-03-28,15,Navarra,135,22,76,7
2020-03-29,15,Navarra,158,13,38,2
2020-03-30,15,Navarra,167,15,75,3
2020-03-31,15,Navarra,191,15,66,5
2020-04-01,15,Navarra,166,11,75,5
2020-04-02,15,Navarra,149,13,48,4
2020-04-03,15,Navarra,117,18,67,4
2020-04-04,15,Navarra,106,7,33,0
2020-04-05,15,Navarra,173,19,33,5
2020-04-06,15,Navarra,97,16,55,2
2020-04-07,15,Navarra,192,20,50,0
2020-04-08,15,Navarra,128,12,41,1
2020-04-09,15,Navarra,124,17,21,0
2020-04-10,15,Navarra,139,13,25,1
2020-04-11,15,Navarra,87,19,29,0
2020-04-12,15,Navarra,130,11,23,0
2020-04-13,15,Navarra,53,22,19,0
2020-04-14,15,Navarra,70,11,32,0
2020-04-15,15,Navarra,85,15,19,0
2020-04-16,15,Navarra,45,10,23,2
2020-04-17,15,Navarra,43,14,19,0
2020-04-18,15,Navarra,64,14,12,1
2020-04-19,15,Navarra,63,11,8,0
2020-04-20,15,Navarra,42,5,25,1
2020-04-21,15,Navarra,45,10,13,2
2020-04-22,15,Navarra,44,8,6,1
2020-04-23,15,Navarra,53,8,16,0
2020-04-24,15,Navarra,42,6,9,1
2020-04-25,15,Navarra,70,6,4,2
2020-04-26,15,Navarra,25,3,2,0
2020-04-27,15,Navarra,31,6,4,0
2020-04-28,15,Navarra,32,6,8,0
2020-04-29,15,Navarra,30,2,3,0
2020-04-30,15,Navarra,29,3,4,1
2020-05-01,15,Navarra,30,5,4,0
2020-05-02,15,Navarra,14,3,5,0
2020-05-03,15,Navarra,23,6,6,0
2020-05-04,15,Navarra,16,1,3,1
2020-05-05,15,Navarra,22,4,9,0
2020-05-06,15,Navarra,18,3,7,0
2020-05-07,15,Navarra,31,4,4,0
2020-05-08,15,Navarra,29,1,1,0
2020-05-09,15,Navarra,11,1,3,0
2020-05-10,15,Navarra,17,4,4,0
2020-05-11,15,Navarra,9,2,5,0
2020-05-12,15,Navarra,11,1,1,0
2020-05-13,15,Navarra,14,2,3,1
2020-05-14,15,Navarra,23,0,5,0
2020-05-15,15,Navarra,10,0,1,0
2020-05-16,15,Navarra,9,0,1,0
2020-05-17,15,Navarra,28,0,1,0
2020-05-18,15,Navarra,8,0,2,0
2020-05-19,15,Navarra,13,0,2,0
2020-05-20,15,Navarra,9,2,4,0
2020-05-21,15,Navarra,10,0,2,0
2020-05-22,15,Navarra,9,0,2,0
2020-05-23,15,Navarra,15,0,0,0
2020-05-24,15,Navarra,6,0,1,0
2020-05-25,15,Navarra,5,0,1,0
2020-05-26,15,Navarra,6,0,1,0
2020-05-27,15,Navarra,15,1,4,0
2020-05-28,15,Navarra,13,0,3,0
2020-05-29,15,Navarra,8,0,3,0
2020-05-30,15,Navarra,7,0,1,0
2020-05-31,15,Navarra,5,0,1,0
2020-06-01,15,Navarra,1,0,2,1
2020-06-02,15,Navarra,2,0,1,0
2020-06-03,15,Navarra,4,0,2,0
2020-06-04,15,Navarra,10,0,1,0
2020-06-05,15,Navarra,10,0,0,0
2020-06-06,15,Navarra,3,0,3,0
2020-06-07,15,Navarra,6,0,0,0
2020-06-08,15,Navarra,1,0,0,0
2020-06-09,15,Navarra,5,0,0,0
2020-06-10,15,Navarra,4,0,0,0
2020-06-11,15,Navarra,4,0,0,0
2020-06-12,15,Navarra,3,0,2,0
2020-06-15,15,Navarra,1,0,0,0
2020-06-16,15,Navarra,6,0,0,0
2020-06-17,15,Navarra,5,0,0,0
2020-06-18,15,Navarra,7,0,1,0
2020-06-19,15,Navarra,8,0,0,0
2020-06-20,15,Navarra,3,0,0,0
2020-06-21,15,Navarra,21,0,1,0
2020-06-22,15,Navarra,13,0,0,0
2020-06-23,15,Navarra,11,0,0,1
2020-06-24,15,Navarra,8,0,0,0
2020-06-25,15,Navarra,7,0,1,0
2020-06-26,15,Navarra,9,0,0,0
2020-06-27,15,Navarra,9,0,0,0
2020-06-28,15,Navarra,4,0,0,0
2020-06-29,15,Navarra,0,0,1,0
2020-06-30,15,Navarra,5,0,0,0
2020-07-01,15,Navarra,8,0,0,0
2020-07-02,15,Navarra,2,0,0,0
2020-07-03,15,Navarra,3,0,1,0
2020-07-04,15,Navarra,2,0,1,0
2020-07-05,15,Navarra,4,0,0,0
2020-07-06,15,Navarra,3,0,1,0
2020-07-07,15,Navarra,6,0,2,0
2020-07-08,15,Navarra,4,0,1,0
2020-07-09,15,Navarra,26,0,2,0
2020-07-10,15,Navarra,28,0,0,0
2020-07-11,15,Navarra,35,0,0,0
2020-07-12,15,Navarra,10,0,0,0
2020-07-13,15,Navarra,15,0,0,0
2020-07-14,15,Navarra,18,0,0,0
2020-07-15,15,Navarra,49,1,1,0
2020-07-16,15,Navarra,54,0,1,0
2020-07-17,15,Navarra,57,0,1,0
2020-07-18,15,Navarra,61,0,1,0
2020-07-19,15,Navarra,30,0,0,0
2020-07-20,15,Navarra,84,0,1,0
2020-07-21,15,Navarra,126,0,1,0
2020-07-22,15,Navarra,66,0,4,0
2020-07-23,15,Navarra,94,0,3,0
2020-07-24,15,Navarra,63,0,1,0
2020-07-25,15,Navarra,81,0,5,0
2020-07-26,15,Navarra,94,0,0,0
2020-07-27,15,Navarra,41,0,2,0
2020-07-28,15,Navarra,37,0,4,0
2020-07-29,15,Navarra,60,0,1,0
2020-07-30,15,Navarra,49,0,8,0
2020-07-31,15,Navarra,51,0,5,2
2020-08-01,15,Navarra,79,0,2,0
2020-08-02,15,Navarra,76,0,2,0
2020-08-03,15,Navarra,57,0,2,0
2020-08-04,15,Navarra,67,0,1,0
2020-08-05,15,Navarra,80,0,3,1
2020-08-06,15,Navarra,106,0,4,2
2020-08-07,15,Navarra,100,1,2,0
2020-08-08,15,Navarra,87,0,2,0
2020-08-09,15,Navarra,135,0,7,0
2020-08-10,15,Navarra,40,1,6,2
2020-08-11,15,Navarra,157,0,6,0
2020-08-12,15,Navarra,81,1,2,1
2020-08-13,15,Navarra,108,0,9,1
2020-08-14,15,Navarra,93,0,2,0
2020-08-15,15,Navarra,158,0,6,0
2020-08-16,15,Navarra,60,0,2,1
2020-08-17,15,Navarra,48,0,6,1
2020-08-18,15,Navarra,81,0,8,0
2020-08-19,15,Navarra,117,0,6,0
2020-08-20,15,Navarra,99,0,10,2
2020-08-21,15,Navarra,158,0,2,1
2020-08-22,15,Navarra,109,1,5,0
2020-08-23,15,Navarra,92,0,6,2
2020-08-24,15,Navarra,93,0,4,0
2020-08-25,15,Navarra,120,0,7,2
2020-08-26,15,Navarra,246,0,9,0
2020-08-27,15,Navarra,171,0,8,0
2020-08-28,15,Navarra,164,0,9,2
2020-08-29,15,Navarra,153,1,9,0
2020-08-30,15,Navarra,130,0,10,0
2020-08-31,15,Navarra,146,1,4,0
2020-09-01,15,Navarra,134,1,10,1
2020-09-02,15,Navarra,122,0,12,1
2020-09-03,15,Navarra,171,0,20,3
2020-09-04,15,Navarra,188,3,12,1
2020-09-05,15,Navarra,268,0,8,0
2020-09-06,15,Navarra,112,1,11,0
2020-09-07,15,Navarra,261,0,14,1
2020-09-08,15,Navarra,201,0,17,0
2020-09-09,15,Navarra,345,1,20,0
2020-09-10,15,Navarra,314,1,19,1
2020-09-11,15,Navarra,304,1,12,1
2020-09-12,15,Navarra,284,3,15,1
2020-09-13,15,Navarra,281,2,8,1
2020-09-14,15,Navarra,315,1,19,3
2020-09-15,15,Navarra,299,1,24,1
2020-09-16,15,Navarra,229,2,21,5
2020-09-17,15,Navarra,283,3,23,0
2020-09-18,15,Navarra,322,3,21,1
2020-09-19,15,Navarra,196,2,15,2
2020-09-20,15,Navarra,363,1,10,2
2020-09-21,15,Navarra,362,5,16,0
2020-09-22,15,Navarra,426,1,27,2
2020-09-23,15,Navarra,360,0,10,0
2020-09-24,15,Navarra,336,1,15,2
2020-09-25,15,Navarra,370,2,22,3
2020-09-26,15,Navarra,363,2,14,1
2020-09-27,15,Navarra,264,4,8,2
2020-09-28,15,Navarra,326,2,14,0
2020-09-29,15,Navarra,275,3,19,0
2020-09-30,15,Navarra,231,4,14,2
2020-10-01,15,Navarra,346,5,13,1
2020-10-02,15,Navarra,250,4,30,0
2020-10-03,15,Navarra,285,1,16,1
2020-10-04,15,Navarra,308,2,22,2
2020-10-05,15,Navarra,279,5,19,4
2020-10-06,15,Navarra,269,3,31,1
2020-10-07,15,Navarra,417,5,25,2
2020-10-08,15,Navarra,476,6,29,3
2020-10-09,15,Navarra,477,4,26,3
2020-10-10,15,Navarra,434,2,25,1
2020-10-11,15,Navarra,559,2,29,2
2020-10-12,15,Navarra,382,4,14,1
2020-10-13,15,Navarra,409,2,22,3
2020-10-14,15,Navarra,489,8,20,5
2020-10-15,15,Navarra,560,5,25,2
2020-10-16,15,Navarra,562,7,17,2
2020-10-17,15,Navarra,434,4,30,3
2020-10-18,15,Navarra,546,2,20,2
2020-10-19,15,Navarra,604,6,39,0
2020-10-20,15,Navarra,435,8,34,6
2020-10-21,15,Navarra,640,3,39,4
2020-10-22,15,Navarra,500,4,57,3
2020-10-23,15,Navarra,512,5,42,2
2020-10-24,15,Navarra,736,2,29,3
2020-10-25,15,Navarra,519,3,24,6
2020-10-26,15,Navarra,614,3,31,1
2020-10-27,15,Navarra,543,9,40,4
2020-10-28,15,Navarra,583,5,51,5
2020-10-29,15,Navarra,656,3,32,6
2020-10-30,15,Navarra,602,7,50,4
2020-10-31,15,Navarra,446,4,32,4
2020-11-01,15,Navarra,538,3,20,5
2020-11-02,15,Navarra,452,9,25,7
2020-11-03,15,Navarra,353,7,42,2
2020-11-04,15,Navarra,437,4,32,3
2020-11-05,15,Navarra,358,6,30,4
2020-11-06,15,Navarra,338,9,31,4
2020-11-07,15,Navarra,259,5,8,3
2020-11-08,15,Navarra,189,6,14,2
2020-11-09,15,Navarra,233,3,19,2
2020-11-10,15,Navarra,264,10,17,5
2020-11-11,15,Navarra,251,4,14,2
2020-11-12,15,Navarra,234,3,25,2
2020-11-13,15,Navarra,220,1,23,2
2020-11-14,15,Navarra,151,8,20,2
2020-11-15,15,Navarra,143,5,15,2
2020-11-16,15,Navarra,149,6,20,2
2020-11-17,15,Navarra,161,8,23,1
2020-11-18,15,Navarra,140,9,11,1
2020-11-19,15,Navarra,172,1,11,0
2020-11-20,15,Navarra,139,10,8,1
2020-11-21,15,Navarra,87,9,5,0
2020-11-22,15,Navarra,117,6,4,0
2020-11-23,15,Navarra,153,4,8,4
2020-11-24,15,Navarra,108,4,14,3
2020-11-25,15,Navarra,145,6,9,1
2020-11-26,15,Navarra,167,6,9,2
2020-11-27,15,Navarra,108,5,9,0
2020-11-28,15,Navarra,69,2,8,1
2020-11-29,15,Navarra,84,4,2,1
2020-11-30,15,Navarra,67,3,2,0
2020-01-16,07,Castilla y León,0,0,1,0
2020-01-23,07,Castilla y León,0,0,1,0
2020-01-29,07,Castilla y León,1,0,1,0
2020-01-30,07,Castilla y León,1,0,1,0
2020-02-03,07,Castilla y León,0,0,1,0
2020-02-04,07,Castilla y León,0,0,3,0
2020-02-05,07,Castilla y León,0,0,1,0
2020-02-06,07,Castilla y León,0,0,1,0
2020-02-07,07,Castilla y León,0,0,1,0
2020-02-10,07,Castilla y León,0,0,1,0
2020-02-12,07,Castilla y León,0,0,1,0
2020-02-15,07,Castilla y León,0,0,1,0
2020-02-20,07,Castilla y León,0,0,1,0
2020-02-21,07,Castilla y León,0,0,1,0
2020-02-22,07,Castilla y León,1,0,2,0
2020-02-23,07,Castilla y León,0,0,0,1
2020-02-25,07,Castilla y León,0,0,2,1
2020-02-26,07,Castilla y León,0,0,4,1
2020-02-27,07,Castilla y León,3,0,2,0
2020-02-28,07,Castilla y León,0,0,2,1
2020-02-29,07,Castilla y León,0,0,1,0
2020-03-01,07,Castilla y León,5,0,3,0
2020-03-02,07,Castilla y León,1,0,4,0
2020-03-03,07,Castilla y León,7,0,4,0
2020-03-04,07,Castilla y León,0,0,2,0
2020-03-05,07,Castilla y León,2,0,6,1
2020-03-06,07,Castilla y León,5,0,4,1
2020-03-07,07,Castilla y León,2,0,6,0
2020-03-08,07,Castilla y León,7,0,10,0
2020-03-09,07,Castilla y León,10,0,18,1
2020-03-10,07,Castilla y León,34,0,22,2
2020-03-11,07,Castilla y León,25,0,34,4
2020-03-12,07,Castilla y León,70,1,34,3
2020-03-13,07,Castilla y León,92,2,49,5
2020-03-14,07,Castilla y León,53,5,50,7
2020-03-15,07,Castilla y León,122,4,66,8
2020-03-16,07,Castilla y León,140,11,86,13
2020-03-17,07,Castilla y León,210,7,100,9
2020-03-18,07,Castilla y León,249,13,141,14
2020-03-19,07,Castilla y León,280,19,202,13
2020-03-20,07,Castilla y León,363,20,186,22
2020-03-21,07,Castilla y León,309,38,197,25
2020-03-22,07,Castilla y León,395,37,197,11
2020-03-23,07,Castilla y León,480,55,271,24
2020-03-24,07,Castilla y León,740,58,349,34
2020-03-25,07,Castilla y León,812,63,355,19
2020-03-26,07,Castilla y León,686,73,361,22
2020-03-27,07,Castilla y León,819,62,342,24
2020-03-28,07,Castilla y León,529,63,267,32
2020-03-29,07,Castilla y León,362,88,220,17
2020-03-30,07,Castilla y León,481,81,265,18
2020-03-31,07,Castilla y León,652,76,237,16
2020-04-01,07,Castilla y León,581,93,234,12
2020-04-02,07,Castilla y León,492,69,212,12
2020-04-03,07,Castilla y León,485,67,185,11
2020-04-04,07,Castilla y León,536,89,156,12
2020-04-05,07,Castilla y León,345,78,99,8
2020-04-06,07,Castilla y León,526,66,143,4
2020-04-07,07,Castilla y León,407,70,172,11
2020-04-08,07,Castilla y León,562,68,144,8
2020-04-09,07,Castilla y León,544,82,125,3
2020-04-10,07,Castilla y León,684,63,88,8
2020-04-11,07,Castilla y León,365,73,94,2
2020-04-12,07,Castilla y León,414,63,62,3
2020-04-13,07,Castilla y León,473,56,85,5
2020-04-14,07,Castilla y León,448,60,115,6
2020-04-15,07,Castilla y León,400,56,89,4
2020-04-16,07,Castilla y León,285,50,101,3
2020-04-17,07,Castilla y León,292,48,81,1
2020-04-18,07,Castilla y León,159,48,54,1
2020-04-19,07,Castilla y León,162,37,74,0
2020-04-20,07,Castilla y León,283,43,60,0
2020-04-21,07,Castilla y León,322,41,90,1
2020-04-22,07,Castilla y León,301,32,68,3
2020-04-23,07,Castilla y León,192,49,37,0
2020-04-24,07,Castilla y León,238,38,53,2
2020-04-25,07,Castilla y León,208,35,44,1
2020-04-26,07,Castilla y León,120,29,35,3
2020-04-27,07,Castilla y León,203,32,49,3
2020-04-28,07,Castilla y León,177,28,40,3
2020-04-29,07,Castilla y León,120,23,36,4
2020-04-30,07,Castilla y León,147,32,26,3
2020-05-01,07,Castilla y León,80,17,18,2
2020-05-02,07,Castilla y León,65,32,19,1
2020-05-03,07,Castilla y León,45,18,26,2
2020-05-04,07,Castilla y León,87,21,34,1
2020-05-05,07,Castilla y León,90,22,25,0
2020-05-06,07,Castilla y León,83,19,22,2
2020-05-07,07,Castilla y León,96,14,22,0
2020-05-08,07,Castilla y León,110,19,21,2
2020-05-09,07,Castilla y León,55,9,8,0
2020-05-10,07,Castilla y León,27,15,9,0
2020-05-11,07,Castilla y León,30,7,19,0
2020-05-12,07,Castilla y León,46,18,14,1
2020-05-13,07,Castilla y León,68,8,19,0
2020-05-14,07,Castilla y León,57,6,14,0
2020-05-15,07,Castilla y León,64,6,5,0
2020-05-16,07,Castilla y León,45,4,12,0
2020-05-17,07,Castilla y León,14,8,6,0
2020-05-18,07,Castilla y León,40,6,4,0
2020-05-19,07,Castilla y León,56,4,11,0
2020-05-20,07,Castilla y León,39,5,10,0
2020-05-21,07,Castilla y León,61,7,7,0
2020-05-22,07,Castilla y León,70,7,14,0
2020-05-23,07,Castilla y León,31,5,6,0
2020-05-24,07,Castilla y León,14,5,3,0
2020-05-25,07,Castilla y León,43,7,10,0
2020-05-26,07,Castilla y León,76,8,11,0
2020-05-27,07,Castilla y León,45,8,5,0
2020-05-28,07,Castilla y León,69,5,7,1
2020-05-29,07,Castilla y León,77,7,9,2
2020-05-30,07,Castilla y León,49,9,8,1
2020-05-31,07,Castilla y León,23,9,8,1
2020-06-01,07,Castilla y León,36,5,3,0
2020-06-02,07,Castilla y León,39,6,5,0
2020-06-03,07,Castilla y León,51,4,9,0
2020-06-04,07,Castilla y León,37,7,10,1
2020-06-05,07,Castilla y León,61,2,4,0
2020-06-06,07,Castilla y León,16,4,5,0
2020-06-07,07,Castilla y León,13,7,5,1
