fecha,cod_ine,provincia,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
2020-02-02,06,Badajoz,0,0,0,0,0
2020-02-02,48,Bizkaia,0,0,0,0,0
2020-02-02,09,Burgos,0,0,0,0,0
2020-02-02,15,A Coruña,0,0,0,0,0
2020-02-02,11,Cádiz,0,0,0,0,0
2020-02-02,10,Cáceres,2,0,2,0,0
2020-02-02,51,Ceuta,0,0,0,0,0
2020-02-02,14,Córdoba,0,0,0,0,0
2020-02-02,13,Ciudad Real,0,0,0,0,0
2020-02-02,12,Castellón/Castelló,0,0,0,0,0
2020-02-02,16,Cuenca,0,0,0,0,0
2020-02-02,35,Las Palmas,0,0,0,0,0
2020-02-02,17,Girona,0,0,0,0,0
2020-02-02,18,Granada,1,0,1,0,0
2020-02-02,19,Guadalajara,0,0,0,0,0
2020-02-02,21,Huelva,0,0,0,0,0
2020-02-02,22,Huesca,0,0,0,0,0
2020-02-02,23,Jaén,0,0,0,0,0
2020-02-02,25,Lleida,0,0,0,0,0
2020-02-02,24,León,0,0,0,0,0
2020-02-02,26,La Rioja,0,0,0,0,0
2020-02-02,27,Lugo,0,0,0,0,0
2020-02-02,28,Madrid,6,6,0,0,0
2020-02-02,29,Málaga,0,0,0,0,0
2020-02-02,52,Melilla,0,0,0,0,0
2020-02-02,30,Murcia,0,0,0,0,0
2020-02-02,31,Navarra,0,0,0,0,0
2020-02-02,33,Asturias,0,0,0,0,0
2020-02-02,32,Ourense,1,1,0,0,0
2020-02-02,34,Palencia,0,0,0,0,0
2020-02-02,07,Balears,0,0,0,0,0
2020-02-02,36,Pontevedra,0,0,0,0,0
2020-02-02,39,Cantabria,0,0,0,0,0
2020-02-02,37,Salamanca,0,0,0,0,0
2020-02-02,41,Sevilla,1,1,0,0,0
2020-02-02,40,Segovia,0,0,0,0,0
2020-02-02,42,Soria,0,0,0,0,0
2020-02-02,20,Gipuzkoa,0,0,0,0,0
2020-02-02,43,Tarragona,2,1,0,0,1
2020-02-02,44,Teruel,0,0,0,0,0
2020-02-02,38,Santa Cruz de Tenerife,1,0,0,0,1
2020-02-02,45,Toledo,0,0,0,0,0
2020-02-02,46,Valencia/València,0,0,0,0,0
2020-02-02,47,Valladolid,0,0,0,0,0
2020-02-02,01,Araba/Álava,0,0,0,0,0
2020-02-02,50,Zaragoza,0,0,0,0,0
2020-02-02,49,Zamora,0,0,0,0,0
2020-02-03,03,Alicante/Alacant,1,0,1,0,0
2020-02-03,02,Albacete,0,0,0,0,0
2020-02-03,04,Almería,0,0,0,0,0
2020-02-03,05,Ávila,0,0,0,0,0
2020-02-03,08,Barcelona,2,1,0,0,1
2020-02-03,06,Badajoz,0,0,0,0,0
2020-02-03,48,Bizkaia,0,0,0,0,0
2020-02-03,09,Burgos,0,0,0,0,0
2020-02-03,15,A Coruña,1,1,0,0,0
2020-02-03,11,Cádiz,0,0,0,0,0
2020-02-03,10,Cáceres,0,0,0,0,0
2020-02-03,51,Ceuta,0,0,0,0,0
2020-02-03,14,Córdoba,0,0,0,0,0
2020-02-03,13,Ciudad Real,0,0,0,0,0
2020-02-03,12,Castellón/Castelló,0,0,0,0,0
2020-02-03,16,Cuenca,0,0,0,0,0
2020-02-03,35,Las Palmas,0,0,0,0,0
2020-02-03,17,Girona,0,0,0,0,0
2020-02-03,18,Granada,0,0,0,0,0
2020-02-03,19,Guadalajara,0,0,0,0,0
2020-02-03,21,Huelva,0,0,0,0,0
2020-02-03,22,Huesca,0,0,0,0,0
2020-02-03,23,Jaén,0,0,0,0,0
2020-02-03,25,Lleida,0,0,0,0,0
2020-02-03,24,León,0,0,0,0,0
2020-02-03,26,La Rioja,1,1,0,0,0
2020-02-03,27,Lugo,0,0,0,0,0
2020-02-03,28,Madrid,7,7,0,0,0
2020-02-03,29,Málaga,1,1,0,0,0
2020-02-03,52,Melilla,0,0,0,0,0
2020-02-03,30,Murcia,0,0,0,0,0
2020-02-03,31,Navarra,0,0,0,0,0
2020-02-03,33,Asturias,0,0,0,0,0
2020-02-03,32,Ourense,0,0,0,0,0
2020-02-03,34,Palencia,0,0,0,0,0
2020-02-03,07,Balears,0,0,0,0,0
2020-02-03,36,Pontevedra,0,0,0,0,0
2020-02-03,39,Cantabria,0,0,0,0,0
2020-02-03,37,Salamanca,0,0,0,0,0
2020-02-03,41,Sevilla,0,0,0,0,0
2020-02-03,40,Segovia,0,0,0,0,0
2020-02-03,42,Soria,1,0,1,0,0
2020-02-03,20,Gipuzkoa,0,0,0,0,0
2020-02-03,43,Tarragona,0,0,0,0,0
2020-02-03,44,Teruel,0,0,0,0,0
2020-02-03,38,Santa Cruz de Tenerife,0,0,0,0,0
2020-02-03,45,Toledo,0,0,0,0,0
2020-02-03,46,Valencia/València,4,1,2,0,1
2020-02-03,47,Valladolid,0,0,0,0,0
2020-02-03,01,Araba/Álava,0,0,0,0,0
2020-02-03,50,Zaragoza,0,0,0,0,0
2020-02-03,49,Zamora,0,0,0,0,0
2020-02-04,03,Alicante/Alacant,1,0,1,0,0
2020-02-04,02,Albacete,0,0,0,0,0
2020-02-04,04,Almería,0,0,0,0,0
2020-02-04,05,Ávila,0,0,0,0,0
2020-02-04,08,Barcelona,4,4,0,0,0
2020-02-04,06,Badajoz,0,0,0,0,0
2020-02-04,48,Bizkaia,0,0,0,0,0
2020-02-04,09,Burgos,0,0,0,0,0
2020-02-04,15,A Coruña,1,0,1,0,0
2020-02-04,11,Cádiz,0,0,0,0,0
2020-02-04,10,Cáceres,0,0,0,0,0
2020-02-04,51,Ceuta,0,0,0,0,0
2020-02-04,14,Córdoba,0,0,0,0,0
2020-02-04,13,Ciudad Real,0,0,0,0,0
2020-02-04,12,Castellón/Castelló,0,0,0,0,0
2020-02-04,16,Cuenca,0,0,0,0,0
2020-02-04,35,Las Palmas,0,0,0,0,0
2020-02-04,17,Girona,0,0,0,0,0
2020-02-04,18,Granada,0,0,0,0,0
2020-02-04,19,Guadalajara,0,0,0,0,0
2020-02-04,21,Huelva,1,0,1,0,0
2020-02-04,22,Huesca,0,0,0,0,0
2020-02-04,23,Jaén,0,0,0,0,0
2020-02-04,25,Lleida,0,0,0,0,0
2020-02-04,24,León,0,0,0,0,0
2020-02-04,26,La Rioja,0,0,0,0,0
2020-02-04,27,Lugo,0,0,0,0,0
2020-02-04,28,Madrid,3,3,0,0,0
2020-02-04,29,Málaga,0,0,0,0,0
2020-02-04,52,Melilla,0,0,0,0,0
2020-02-04,30,Murcia,0,0,0,0,0
2020-02-04,31,Navarra,1,0,1,0,0
2020-02-04,33,Asturias,0,0,0,0,0
2020-02-04,32,Ourense,0,0,0,0,0
2020-02-04,34,Palencia,1,1,0,0,0
2020-02-04,07,Balears,0,0,0,0,0
2020-02-04,36,Pontevedra,0,0,0,0,0
2020-02-04,39,Cantabria,0,0,0,0,0
2020-02-04,37,Salamanca,0,0,0,0,0
2020-02-04,41,Sevilla,0,0,0,0,0
2020-02-04,40,Segovia,0,0,0,0,0
2020-02-04,42,Soria,0,0,0,0,0
2020-02-04,20,Gipuzkoa,0,0,0,0,0
2020-02-04,43,Tarragona,0,0,0,0,0
2020-02-04,44,Teruel,0,0,0,0,0
2020-02-04,38,Santa Cruz de Tenerife,1,1,0,0,0
2020-02-04,45,Toledo,0,0,0,0,0
2020-02-04,46,Valencia/València,0,0,0,0,0
2020-02-04,47,Valladolid,0,0,0,0,0
2020-02-04,01,Araba/Álava,0,0,0,0,0
2020-02-04,50,Zaragoza,0,0,0,0,0
2020-02-04,49,Zamora,0,0,0,0,0
2020-02-05,03,Alicante/Alacant,2,0,2,0,0
2020-02-05,02,Albacete,0,0,0,0,0
2020-02-05,04,Almería,0,0,0,0,0
2020-02-05,05,Ávila,0,0,0,0,0
2020-02-05,08,Barcelona,2,2,0,0,0
2020-02-05,06,Badajoz,0,0,0,0,0
2020-02-05,48,Bizkaia,0,0,0,0,0
2020-02-05,09,Burgos,1,1,0,0,0
2020-02-05,15,A Coruña,0,0,0,0,0
2020-02-05,11,Cádiz,0,0,0,0,0
2020-02-05,10,Cáceres,0,0,0,0,0
2020-02-05,51,Ceuta,1,0,1,0,0
2020-02-05,14,Córdoba,0,0,0,0,0
2020-02-05,13,Ciudad Real,0,0,0,0,0
2020-02-05,12,Castellón/Castelló,0,0,0,0,0
2020-02-05,16,Cuenca,0,0,0,0,0
2020-02-05,35,Las Palmas,0,0,0,0,0
2020-02-05,17,Girona,0,0,0,0,0
2020-02-05,18,Granada,0,0,0,0,0
2020-02-05,19,Guadalajara,0,0,0,0,0
2020-02-05,21,Huelva,0,0,0,0,0
2020-02-05,22,Huesca,0,0,0,0,0
2020-02-05,23,Jaén,0,0,0,0,0
2020-02-05,25,Lleida,0,0,0,0,0
2020-02-05,24,León,0,0,0,0,0
2020-02-05,26,La Rioja,0,0,0,0,0
2020-02-05,27,Lugo,0,0,0,0,0
2020-02-05,28,Madrid,4,4,0,0,0
2020-02-05,29,Málaga,0,0,0,0,0
2020-02-05,52,Melilla,0,0,0,0,0
2020-02-05,30,Murcia,2,0,2,0,0
2020-02-05,31,Navarra,0,0,0,0,0
2020-02-05,33,Asturias,0,0,0,0,0
2020-02-05,32,Ourense,0,0,0,0,0
2020-02-05,34,Palencia,0,0,0,0,0
2020-02-05,07,Balears,0,0,0,0,0
2020-02-05,36,Pontevedra,1,0,0,0,1
2020-02-05,39,Cantabria,0,0,0,0,0
2020-02-05,37,Salamanca,0,0,0,0,0
2020-02-05,41,Sevilla,1,0,1,0,0
2020-02-05,40,Segovia,0,0,0,0,0
2020-02-05,42,Soria,0,0,0,0,0
2020-02-05,20,Gipuzkoa,0,0,0,0,0
2020-02-05,43,Tarragona,0,0,0,0,0
2020-02-05,44,Teruel,0,0,0,0,0
2020-02-05,38,Santa Cruz de Tenerife,0,0,0,0,0
2020-02-05,45,Toledo,0,0,0,0,0
2020-02-05,46,Valencia/València,1,0,1,0,0
2020-02-05,47,Valladolid,0,0,0,0,0
2020-02-05,01,Araba/Álava,0,0,0,0,0
2020-02-05,50,Zaragoza,0,0,0,0,0
2020-02-05,49,Zamora,0,0,0,0,0
2020-02-06,03,Alicante/Alacant,1,1,0,0,0
2020-02-06,02,Albacete,0,0,0,0,0
2020-02-06,04,Almería,0,0,0,0,0
2020-02-06,05,Ávila,0,0,0,0,0
2020-02-06,08,Barcelona,1,1,0,0,0
2020-02-06,06,Badajoz,0,0,0,0,0
2020-02-06,48,Bizkaia,0,0,0,0,0
2020-02-06,09,Burgos,0,0,0,0,0
2020-02-06,15,A Coruña,0,0,0,0,0
2020-02-06,11,Cádiz,0,0,0,0,0
2020-02-06,10,Cáceres,0,0,0,0,0
2020-02-06,51,Ceuta,0,0,0,0,0
2020-02-06,14,Córdoba,0,0,0,0,0
2020-02-06,13,Ciudad Real,0,0,0,0,0
2020-02-06,12,Castellón/Castelló,0,0,0,0,0
2020-02-06,16,Cuenca,0,0,0,0,0
2020-02-06,35,Las Palmas,0,0,0,0,0
2020-02-06,17,Girona,0,0,0,0,0
2020-02-06,18,Granada,0,0,0,0,0
2020-02-06,19,Guadalajara,0,0,0,0,0
2020-02-06,21,Huelva,0,0,0,0,0
2020-02-06,22,Huesca,1,1,0,0,0
2020-02-06,23,Jaén,0,0,0,0,0
2020-02-06,25,Lleida,0,0,0,0,0
2020-02-06,24,León,0,0,0,0,0
2020-02-06,26,La Rioja,0,0,0,0,0
2020-02-06,27,Lugo,0,0,0,0,0
2020-02-06,28,Madrid,4,4,0,0,0
2020-02-06,29,Málaga,1,1,0,0,0
2020-02-06,52,Melilla,0,0,0,0,0
2020-02-06,30,Murcia,0,0,0,0,0
2020-02-06,31,Navarra,0,0,0,0,0
2020-02-06,33,Asturias,0,0,0,0,0
2020-02-06,32,Ourense,0,0,0,0,0
2020-02-06,34,Palencia,0,0,0,0,0
2020-02-06,07,Balears,0,0,0,0,0
2020-02-06,36,Pontevedra,0,0,0,0,0
2020-02-06,39,Cantabria,0,0,0,0,0
2020-02-06,37,Salamanca,0,0,0,0,0
2020-02-06,41,Sevilla,1,0,1,0,0
2020-02-06,40,Segovia,0,0,0,0,0
2020-02-06,42,Soria,0,0,0,0,0
2020-02-06,20,Gipuzkoa,0,0,0,0,0
2020-02-06,43,Tarragona,0,0,0,0,0
2020-02-06,44,Teruel,0,0,0,0,0
2020-02-06,38,Santa Cruz de Tenerife,0,0,0,0,0
2020-02-06,45,Toledo,0,0,0,0,0
2020-02-06,46,Valencia/València,1,1,0,0,0
2020-02-06,47,Valladolid,0,0,0,0,0
2020-02-06,01,Araba/Álava,0,0,0,0,0
2020-02-06,50,Zaragoza,0,0,0,0,0
2020-02-06,49,Zamora,0,0,0,0,0
2020-02-07,03,Alicante/Alacant,0,0,0,0,0
2020-02-07,02,Albacete,0,0,0,0,0
2020-02-07,04,Almería,0,0,0,0,0
2020-02-07,05,Ávila,0,0,0,0,0
2020-02-07,08,Barcelona,1,1,0,0,0
2020-02-07,06,Badajoz,0,0,0,0,0
2020-02-07,48,Bizkaia,0,0,0,0,0
2020-02-07,09,Burgos,0,0,0,0,0
2020-02-07,15,A Coruña,0,0,0,0,0
2020-02-07,11,Cádiz,0,0,0,0,0
2020-02-07,10,Cáceres,0,0,0,0,0
2020-02-07,51,Ceuta,0,0,0,0,0
2020-02-07,14,Córdoba,0,0,0,0,0
2020-02-07,13,Ciudad Real,0,0,0,0,0
2020-02-07,12,Castellón/Castelló,0,0,0,0,0
2020-02-07,16,Cuenca,0,0,0,0,0
2020-02-07,35,Las Palmas,0,0,0,0,0
2020-02-07,17,Girona,0,0,0,0,0
2020-02-07,18,Granada,0,0,0,0,0
2020-02-07,19,Guadalajara,0,0,0,0,0
2020-02-07,21,Huelva,0,0,0,0,0
2020-02-07,22,Huesca,0,0,0,0,0
2020-02-07,23,Jaén,1,1,0,0,0
2020-02-07,25,Lleida,0,0,0,0,0
2020-02-07,24,León,0,0,0,0,0
2020-02-07,26,La Rioja,0,0,0,0,0
2020-02-07,27,Lugo,0,0,0,0,0
2020-02-07,28,Madrid,9,9,0,0,0
2020-02-07,29,Málaga,1,1,0,0,0
2020-02-07,52,Melilla,0,0,0,0,0
2020-02-07,30,Murcia,0,0,0,0,0
2020-02-07,31,Navarra,0,0,0,0,0
2020-02-07,33,Asturias,0,0,0,0,0
2020-02-07,32,Ourense,0,0,0,0,0
2020-02-07,34,Palencia,0,0,0,0,0
2020-02-07,07,Balears,0,0,0,0,0
2020-02-07,36,Pontevedra,0,0,0,0,0
2020-02-07,39,Cantabria,0,0,0,0,0
2020-02-07,37,Salamanca,0,0,0,0,0
2020-02-07,41,Sevilla,0,0,0,0,0
2020-02-07,40,Segovia,0,0,0,0,0
2020-02-07,42,Soria,1,1,0,0,0
2020-02-07,20,Gipuzkoa,0,0,0,0,0
2020-02-07,43,Tarragona,1,0,0,0,1
2020-02-07,44,Teruel,0,0,0,0,0
2020-02-07,38,Santa Cruz de Tenerife,0,0,0,0,0
2020-02-07,45,Toledo,0,0,0,0,0
2020-02-07,46,Valencia/València,1,0,1,0,0
2020-02-07,47,Valladolid,0,0,0,0,0
2020-02-07,01,Araba/Álava,0,0,0,0,0
2020-02-07,50,Zaragoza,0,0,0,0,0
2020-02-07,49,Zamora,0,0,0,0,0
2020-02-08,03,Alicante/Alacant,0,0,0,0,0
2020-02-08,02,Albacete,0,0,0,0,0
2020-02-08,04,Almería,0,0,0,0,0
2020-02-08,05,Ávila,0,0,0,0,0
2020-02-08,08,Barcelona,0,0,0,0,0
2020-02-08,06,Badajoz,1,1,0,0,0
2020-02-08,48,Bizkaia,0,0,0,0,0
2020-02-08,09,Burgos,0,0,0,0,0
2020-02-08,15,A Coruña,0,0,0,0,0
2020-02-08,11,Cádiz,0,0,0,0,0
2020-02-08,10,Cáceres,0,0,0,0,0
2020-02-08,51,Ceuta,0,0,0,0,0
2020-02-08,14,Córdoba,0,0,0,0,0
2020-02-08,13,Ciudad Real,0,0,0,0,0
2020-02-08,12,Castellón/Castelló,0,0,0,0,0
2020-02-08,16,Cuenca,0,0,0,0,0
2020-02-08,35,Las Palmas,0,0,0,0,0
2020-02-08,17,Girona,0,0,0,0,0
2020-02-08,18,Granada,0,0,0,0,0
2020-02-08,19,Guadalajara,0,0,0,0,0
2020-02-08,21,Huelva,0,0,0,0,0
2020-02-08,22,Huesca,0,0,0,0,0
2020-02-08,23,Jaén,0,0,0,0,0
2020-02-08,25,Lleida,0,0,0,0,0
2020-02-08,24,León,0,0,0,0,0
2020-02-08,26,La Rioja,0,0,0,0,0
2020-02-08,27,Lugo,0,0,0,0,0
2020-02-08,28,Madrid,8,8,0,0,0
2020-02-08,29,Málaga,0,0,0,0,0
2020-02-08,52,Melilla,0,0,0,0,0
2020-02-08,30,Murcia,0,0,0,0,0
2020-02-08,31,Navarra,0,0,0,0,0
2020-02-08,33,Asturias,0,0,0,0,0
2020-02-08,32,Ourense,0,0,0,0,0
2020-02-08,34,Palencia,0,0,0,0,0
2020-02-08,07,Balears,0,0,0,0,0
2020-02-08,36,Pontevedra,0,0,0,0,0
2020-02-08,39,Cantabria,0,0,0,0,0
2020-02-08,37,Salamanca,0,0,0,0,0
2020-02-08,41,Sevilla,0,0,0,0,0
2020-02-08,40,Segovia,0,0,0,0,0
2020-02-08,42,Soria,0,0,0,0,0
2020-02-08,20,Gipuzkoa,0,0,0,0,0
2020-02-08,43,Tarragona,0,0,0,0,0
2020-02-08,44,Teruel,0,0,0,0,0
2020-02-08,38,Santa Cruz de Tenerife,0,0,0,0,0
2020-02-08,45,Toledo,0,0,0,0,0
2020-02-08,46,Valencia/València,0,0,0,0,0
2020-02-08,47,Valladolid,0,0,0,0,0
2020-02-08,01,Araba/Álava,0,0,0,0,0
2020-02-08,50,Zaragoza,0,0,0,0,0
2020-02-08,49,Zamora,0,0,0,0,0
2020-02-09,03,Alicante/Alacant,0,0,0,0,0
2020-02-09,02,Albacete,0,0,0,0,0
2020-02-09,04,Almería,0,0,0,0,0
2020-02-09,05,Ávila,0,0,0,0,0
2020-02-09,08,Barcelona,0,0,0,0,0
2020-02-09,06,Badajoz,0,0,0,0,0
2020-02-09,48,Bizkaia,1,0,0,0,1
2020-02-09,09,Burgos,0,0,0,0,0
2020-02-09,15,A Coruña,0,0,0,0,0
2020-02-09,11,Cádiz,0,0,0,0,0
2020-02-09,10,Cáceres,0,0,0,0,0
2020-02-09,51,Ceuta,0,0,0,0,0
2020-02-09,14,Córdoba,0,0,0,0,0
2020-02-09,13,Ciudad Real,0,0,0,0,0
2020-02-09,12,Castellón/Castelló,0,0,0,0,0
2020-02-09,16,Cuenca,0,0,0,0,0
2020-02-09,35,Las Palmas,0,0,0,0,0
2020-02-09,17,Girona,1,0,0,0,1
2020-02-09,18,Granada,0,0,0,0,0
2020-02-09,19,Guadalajara,0,0,0,0,0
2020-02-09,21,Huelva,0,0,0,0,0
2020-02-09,22,Huesca,0,0,0,0,0
2020-02-09,23,Jaén,0,0,0,0,0
2020-02-09,25,Lleida,0,0,0,0,0
2020-02-09,24,León,0,0,0,0,0
2020-02-09,26,La Rioja,0,0,0,0,0
2020-02-09,27,Lugo,0,0,0,0,0
2020-02-09,28,Madrid,2,2,0,0,0
2020-02-09,29,Málaga,0,0,0,0,0
2020-02-09,52,Melilla,0,0,0,0,0
2020-02-09,30,Murcia,0,0,0,0,0
2020-02-09,31,Navarra,0,0,0,0,0
2020-02-09,33,Asturias,0,0,0,0,0
2020-02-09,32,Ourense,0,0,0,0,0
2020-02-09,34,Palencia,0,0,0,0,0
2020-02-09,07,Balears,0,0,0,0,0
2020-02-09,36,Pontevedra,0,0,0,0,0
2020-02-09,39,Cantabria,0,0,0,0,0
2020-02-09,37,Salamanca,0,0,0,0,0
2020-02-09,41,Sevilla,1,0,1,0,0
2020-02-09,40,Segovia,0,0,0,0,0
2020-02-09,42,Soria,0,0,0,0,0
2020-02-09,20,Gipuzkoa,0,0,0,0,0
2020-02-09,43,Tarragona,0,0,0,0,0
2020-02-09,44,Teruel,0,0,0,0,0
2020-02-09,38,Santa Cruz de Tenerife,0,0,0,0,0
2020-02-09,45,Toledo,0,0,0,0,0
2020-02-09,46,Valencia/València,0,0,0,0,0
2020-02-09,47,Valladolid,0,0,0,0,0
2020-02-09,01,Araba/Álava,0,0,0,0,0
2020-02-09,50,Zaragoza,0,0,0,0,0
2020-02-09,49,Zamora,0,0,0,0,0
2020-02-10,03,Alicante/Alacant,2,1,1,0,0
2020-02-10,02,Albacete,0,0,0,0,0
2020-02-10,04,Almería,0,0,0,0,0
2020-02-10,05,Ávila,1,0,1,0,0
2020-02-10,08,Barcelona,3,3,0,0,0
2020-02-10,06,Badajoz,0,0,0,0,0
2020-02-10,48,Bizkaia,0,0,0,0,0
2020-02-10,09,Burgos,0,0,0,0,0
2020-02-10,15,A Coruña,0,0,0,0,0
2020-02-10,11,Cádiz,0,0,0,0,0
2020-02-10,10,Cáceres,0,0,0,0,0
2020-02-10,51,Ceuta,0,0,0,0,0
2020-02-10,14,Córdoba,0,0,0,0,0
2020-02-10,13,Ciudad Real,0,0,0,0,0
2020-02-10,12,Castellón/Castelló,0,0,0,0,0
2020-02-10,16,Cuenca,0,0,0,0,0
2020-02-10,35,Las Palmas,0,0,0,0,0
2020-02-10,17,Girona,0,0,0,0,0
2020-02-10,18,Granada,0,0,0,0,0
2020-02-10,19,Guadalajara,0,0,0,0,0
2020-02-10,21,Huelva,0,0,0,0,0
2020-02-10,22,Huesca,0,0,0,0,0
2020-02-10,23,Jaén,0,0,0,0,0
2020-02-10,25,Lleida,0,0,0,0,0
2020-02-10,24,León,0,0,0,0,0
2020-02-10,26,La Rioja,0,0,0,0,0
2020-02-10,27,Lugo,0,0,0,0,0
2020-02-10,28,Madrid,10,10,0,0,0
2020-02-10,29,Málaga,1,1,0,0,0
2020-02-10,52,Melilla,0,0,0,0,0
2020-02-10,30,Murcia,1,0,1,0,0
2020-02-10,31,Navarra,1,1,0,0,0
2020-02-10,33,Asturias,0,0,0,0,0
2020-02-10,32,Ourense,0,0,0,0,0
2020-02-10,34,Palencia,0,0,0,0,0
2020-02-10,07,Balears,2,2,0,0,0
